"urutan","pertanyaan","jawaban","verdict"
"94","kapan indische partij didirikan?","tanggal 23 mei 1920","WA"
"95","kapan indische partij didirikan?","tahun 1913","WA"
"96","kapan indische partij didirikan?","tahun 1913","WA"
"97","dimana muhammadiyah didirikan?","indonesia","WA"
"98","dimana muhammadiyah didirikan?","indonesia","WA"
"99","dimana muhammadiyah didirikan?","india","WA"
"100","kapan muhammadiyah didirikan?","NO ANSWER","WA"
"101","kapan muhammadiyah didirikan?","NO ANSWER","WA"
"102","kapan muhammadiyah didirikan?","NO ANSWER","WA"
"106","siapa yang membawa ajaran marxis?","sneevliet","AC"
"107","siapa yang membawa ajaran marxis?","sneevliet","AC"
"108","siapa yang membawa ajaran marxis?","sneevliet","AC"
"109","kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?","tanggal 15 juli 1936","AC"
"110","kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?","tahun 1925","WA"
"111","kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?","tanggal 15 juli 1936","AC"
"112","kapan sumpah pemuda terjadi?","pemuda 1928","WA"
"113","kapan sumpah pemuda terjadi?","tanggal 28 oktober 1928","AC"
"114","kapan sumpah pemuda terjadi?","tanggal 28 oktober 1928","AC"
"115","kapan partai nasional indonesia lahir?","tahun 2014","WA"
"116","kapan partai nasional indonesia lahir?","2014","WA"
"117","kapan partai nasional indonesia lahir?","1935","WA"
"118","kapan sistem tanam paksa diterapkan?","tahun 1850","WA"
"119","kapan sistem tanam paksa diterapkan?","tahun 1850","WA"
"120","kapan sistem tanam paksa diterapkan?","tahun 1850","WA"
"121","kapan sidang kabinet dwikora diadakan?","masa orde","WA"
"122","kapan sidang kabinet dwikora diadakan?","uud 1945","WA"
"123","kapan sidang kabinet dwikora diadakan?","tanggal 11 maret 1966","AC"
"124","kapan supersemar dikeluarkan?","tanggal 23 juli 2001 pukul 1.10 wib hari","WA"
"125","kapan supersemar dikeluarkan?","tanggal 23 juli 2001 pukul 1.10 wib hari","WA"
"126","kapan supersemar dikeluarkan?","tanggal 23 juli 2001 pukul 1.10 wib hari","WA"
"127","siapa pemimpin APRA?","partai masyumi","WA"
"128","siapa pemimpin APRA?","partai masyumi","WA"
"129","siapa pemimpin APRA?","muhammad natsir","WA"
"130","siapa pemimpin RMS?","partai masyumi","WA"
"131","siapa pemimpin RMS?","partai masyumi","WA"
"132","siapa pemimpin RMS?","muhammad natsir","WA"
"133","kapan gerakan non blok diselenggarakan?","tanggal 1 6 september 1961","AC"
"134","kapan gerakan non blok diselenggarakan?","tanggal 5 10 oktober 1964","AC"
"135","kapan gerakan non blok diselenggarakan?","tanggal 5 10 oktober 1964","AC"
"136","kapan rengasdengklok terjadi?","tanggal 14 agustus 1945","WA"
"137","kapan rengasdengklok terjadi?","tanggal 14 agustus 1945","WA"
"138","kapan rengasdengklok terjadi?","keesokan harinya","WA"
"139","kapan seinendan didirikan?","tanggal 29 april 1943","AC"
"140","kapan seinendan didirikan?","tanggal 29 april 1943","AC"
"141","kapan seinendan didirikan?","tanggal 16 april 1943","WA"
"142","kapan rakyat bali melawan belanda?","bulan januari 1942","WA"
"143","kapan rakyat bali melawan belanda?","bulan februari 1944","WA"
"144","kapan rakyat bali melawan belanda?","bulan nopember 1944","WA"
"145","siapa penulis konsep naskah proklamasi?","sukarno","AC"
"146","siapa penulis konsep naskah proklamasi?","sukarno","AC"
"147","siapa penulis konsep naskah proklamasi?","mr ahmad subardjo","WA"
"151","dimana perjanjian renville dibuat?","lautan","WA"
"152","dimana perjanjian renville dibuat?","lautan","WA"
"153","dimana perjanjian renville dibuat?","daratan","WA"
"154","kapan perjanjian renville dilakukan?","tanggal 19 desember 1948","WA"
"155","kapan perjanjian renville dilakukan?","tanggal 15 november 1946","WA"
"156","kapan perjanjian renville dilakukan?","masa kabinet ali sastroamijoyo","WA"
"160","kapan pancasila lahir?","uud 1945","WA"
"161","kapan pancasila lahir?","1945","WA"
"162","kapan pancasila lahir?","1945","WA"
"163","siapa ketua ppki?","mr.ahmad soerbadjo","WA"
"164","siapa ketua ppki?","prof mr dr soepomo","WA"
"165","siapa ketua ppki?","prof mr dr soepomo","WA"
"166","kapan nagasaki dibom?","14 agustus 1945","WA"
"167","kapan nagasaki dibom?","tanggal 9 agustus 1945","AC"
"168","kapan nagasaki dibom?","14 agustus 1945","WA"
"169","kapan hiroshima dibom?","tanggal 9 agustus 1945","WA"
"170","kapan hiroshima dibom?","tanggal 9 agustus 1945","WA"
"171","kapan hiroshima dibom?","14 agustus 1945","WA"
"172","kapan reformasi terjadi?","13 mei 1998","AC"
"173","kapan reformasi terjadi?","13 mei 1998","AC"
"174","kapan reformasi terjadi?","13 mei 1998","AC"
"178","kapan indonesia kembali menjadi anggota pbb?","tanggal 28 september 1966","AC"
"179","kapan indonesia kembali menjadi anggota pbb?","tanggal 7 januari 1965","WA"
"180","kapan indonesia kembali menjadi anggota pbb?","tanggal 7 januari 1965","WA"
