"urutan","pertanyaan","jawaban","verdict"
"281","kapan hiroshima dibom?","tanggal 9 agustus 1945","WA"
"282","kapan hiroshima dibom?","6 agustus 1945","AC"
"283","kapan hiroshima dibom?","tanggal 8 agustus 1945","WA"
"284","kapan hiroshima dibom?","tanggal 8 agustus 1945","WA"
"285","kapan hiroshima dibom?","tanggal 8 agustus 1945","WA"
"286","kapan reformasi terjadi?","61 tahun","WA"
"287","kapan reformasi terjadi?","61 tahun","WA"
"288","kapan reformasi terjadi?","tahun 1984","WA"
"289","kapan reformasi terjadi?","tahun 1980 an","WA"
"290","kapan reformasi terjadi?","1984 1985 1988 1989","WA"
"291","dimana letak kerajaan majapahit?","gujarat","WA"
"292","dimana letak kerajaan majapahit?","pulau jawa","WA"
"293","dimana letak kerajaan majapahit?","pulau jawa","WA"
"294","dimana letak kerajaan majapahit?","jawa","WA"
"295","dimana letak kerajaan majapahit?","pulau jawa","WA"
"296","kapan indonesia kembali menjadi anggota pbb?","tanggal 28 september 1966","AC"
"297","kapan indonesia kembali menjadi anggota pbb?","tanggal 7 januari 1965","WA"
"298","kapan indonesia kembali menjadi anggota pbb?","tanggal 7 januari 1965","WA"
"299","kapan indonesia kembali menjadi anggota pbb?","tanggal 28 september 1966","AC"
"300","kapan indonesia kembali menjadi anggota pbb?","tanggal 28 september 1966","AC"
