urutan,pertanyaan,jawaban,verdict
161,dimana muhammadiyah didirikan?,yogyakarta,
162,dimana muhammadiyah didirikan?,yogyakarta,
163,dimana muhammadiyah didirikan?,jakarta,
164,dimana muhammadiyah didirikan?,bandung,
165,dimana muhammadiyah didirikan?,yogyakarta,
166,kapan muhammadiyah didirikan?,tanggal 1 januari 1925,
167,kapan muhammadiyah didirikan?,tanggal 31 januari 1926,
168,kapan muhammadiyah didirikan?,tahun 1932,
169,kapan muhammadiyah didirikan?,tahun 1920,
170,kapan muhammadiyah didirikan?,tahun 1913,
171,kapan partai komunis indonesia berdiri?,tanggal 23 mei 1920,
172,kapan partai komunis indonesia berdiri?,tanggal 23 mei 1920,
173,kapan partai komunis indonesia berdiri?,tahun 1926,
174,kapan partai komunis indonesia berdiri?,tahun 1926,
175,kapan partai komunis indonesia berdiri?,tahun 1956,
176,siapa yang membawa ajaran marxis?,belanda,
177,siapa yang membawa ajaran marxis?,belanda,
178,siapa yang membawa ajaran marxis?,belanda,
179,siapa yang membawa ajaran marxis?,belanda,
180,siapa yang membawa ajaran marxis?,NO ANSWER,WA
181,kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?,tahun 1925,
182,kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?,tanggal 15 juli 1936,
183,kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?,tahun 1926,
184,kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?,tahun 1926,
185,kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?,tanggal 4 juli 1927,
186,kapan sumpah pemuda terjadi?,tahun 1321,
187,kapan sumpah pemuda terjadi?,tahun 1331,
188,kapan sumpah pemuda terjadi?,NO ANSWER,WA
189,kapan sumpah pemuda terjadi?,NO ANSWER,WA
190,kapan sumpah pemuda terjadi?,NO ANSWER,WA
191,kapan partai nasional indonesia lahir?,tanggal 4 juli 1927,
192,kapan partai nasional indonesia lahir?,tanggal 4 juli 1927,
193,kapan partai nasional indonesia lahir?,tanggal 27 30 mei 1928,
194,kapan partai nasional indonesia lahir?,tanggal 27 30 mei 1928,
195,kapan partai nasional indonesia lahir?,tanggal 4 juli 1927,
196,kapan sistem tanam paksa diterapkan?,66 hari,
197,kapan sistem tanam paksa diterapkan?,tahun 1831,
198,kapan sistem tanam paksa diterapkan?,tahun 1831,
199,kapan sistem tanam paksa diterapkan?,NO ANSWER,WA
200,kapan sistem tanam paksa diterapkan?,NO ANSWER,WA
201,kapan sidang kabinet dwikora diadakan?,tanggal 20 nopember 1956,
202,kapan sidang kabinet dwikora diadakan?,29 mei,
203,kapan sidang kabinet dwikora diadakan?,1 juni 1945,
204,kapan sidang kabinet dwikora diadakan?,masa orde,
205,kapan sidang kabinet dwikora diadakan?,uud 1945,
206,kapan supersemar dikeluarkan?,tanggal 11 maret 1966,
207,kapan supersemar dikeluarkan?,tanggal 11 maret 1966,
208,kapan supersemar dikeluarkan?,11 maret 1966,
209,kapan supersemar dikeluarkan?,11 maret 1966,
210,kapan supersemar dikeluarkan?,11 maret 1966,
211,siapa pemimpin APRA?,partai masyumi,
212,siapa pemimpin APRA?,partai masyumi,
213,siapa pemimpin APRA?,muhammad natsir,
214,siapa pemimpin APRA?,sukiman wiryosanjoyo,
215,siapa pemimpin APRA?,mr wilopo,
216,siapa pemimpin RMS?,laksamana mountbatten,
217,siapa pemimpin RMS?,laksamana mountbatten,
218,siapa pemimpin RMS?,perdana menteri syahrir,
219,siapa pemimpin RMS?,perdana menteri syahrir,
220,siapa pemimpin RMS?,kawan kawan tan malaka,
221,kapan gerakan non blok diselenggarakan?,tanggal 1 6 september 1961,
222,kapan gerakan non blok diselenggarakan?,tanggal 5 10 oktober 1964,
223,kapan gerakan non blok diselenggarakan?,tanggal 5 10 oktober 1964,
224,kapan gerakan non blok diselenggarakan?,1961,
225,kapan gerakan non blok diselenggarakan?,tahun 1961,
226,kapan rengasdengklok terjadi?,tanggal 16 agustus 1945 pukul 04.30,
227,kapan rengasdengklok terjadi?,tanggal 14 agustus 1945,
228,kapan rengasdengklok terjadi?,1945,
229,kapan rengasdengklok terjadi?,tanggal 22 juni 1945,
230,kapan rengasdengklok terjadi?,22 agustus 1945,
231,kapan seinendan didirikan?,tanggal 29 april 1943,
232,kapan seinendan didirikan?,tanggal 29 april 1943,
233,kapan seinendan didirikan?,tanggal 29 april 1943,
234,kapan seinendan didirikan?,tanggal 29 april 1943,
235,kapan seinendan didirikan?,tanggal 29 april 1943,
236,kapan rakyat bali melawan belanda?,1846 1905,
237,kapan rakyat bali melawan belanda?,1846 1905,
238,kapan rakyat bali melawan belanda?,tanggal 10 november,
239,kapan rakyat bali melawan belanda?,1846 1905,
240,kapan rakyat bali melawan belanda?,1846 1905,
241,siapa penulis konsep naskah proklamasi?,sukarno,
242,siapa penulis konsep naskah proklamasi?,mr ahmad subardjo,
243,siapa penulis konsep naskah proklamasi?,sukarno,
244,siapa penulis konsep naskah proklamasi?,sukarno,
245,siapa penulis konsep naskah proklamasi?,sukarno,
246,dimana konferensi meja bundar dilaksanakan?,jakara,
247,dimana konferensi meja bundar dilaksanakan?,indonesia,
248,dimana konferensi meja bundar dilaksanakan?,luar jawa,
249,dimana konferensi meja bundar dilaksanakan?,luar jawa,
250,dimana konferensi meja bundar dilaksanakan?,indonesia,
251,dimana perjanjian renville dibuat?,wilayah indonesia,
252,dimana perjanjian renville dibuat?,wilayah indonesia,
253,dimana perjanjian renville dibuat?,geladak kapal amerika,
254,dimana perjanjian renville dibuat?,geladak kapal amerika,
255,dimana perjanjian renville dibuat?,NO ANSWER,WA
256,kapan perjanjian renville dilakukan?,bulan juni 1948,
257,kapan perjanjian renville dilakukan?,bulan juni 1948,
258,kapan perjanjian renville dilakukan?,tanggal 19 desember 1948,
259,kapan perjanjian renville dilakukan?,tanggal 15 november 1946,
260,kapan perjanjian renville dilakukan?,18 25 tahun,
261,siapa pengetik naskah proklamasi?,sukarno,
262,siapa pengetik naskah proklamasi?,sukarno,
263,siapa pengetik naskah proklamasi?,mr ahmad subardjo,
264,siapa pengetik naskah proklamasi?,bangsa indonesia,
265,siapa pengetik naskah proklamasi?,bangsa indonesia,
266,kapan pancasila lahir?,uud 1945,
267,kapan pancasila lahir?,1945,
268,kapan pancasila lahir?,1945,
269,kapan pancasila lahir?,1945,
270,kapan pancasila lahir?,tanggal 29 mei s d 1 juni 1945,
271,siapa ketua ppki?,mr.ahmad soerbadjo,
272,siapa ketua ppki?,prof mr dr soepomo,
273,siapa ketua ppki?,prof mr dr soepomo,
274,siapa ketua ppki?,mr achmad soebardjo,
275,siapa ketua ppki?,pemuda,
276,kapan nagasaki dibom?,8 agustus 1945,
277,kapan nagasaki dibom?,10 agustus 1945,
278,kapan nagasaki dibom?,tanggal 9 agustus 1945,
279,kapan nagasaki dibom?,tanggal 9 agustus 1945,
280,kapan nagasaki dibom?,8 agustus 1945,
281,kapan hiroshima dibom?,tanggal 9 agustus 1945,
282,kapan hiroshima dibom?,6 agustus 1945,
283,kapan hiroshima dibom?,tanggal 8 agustus 1945,
284,kapan hiroshima dibom?,tanggal 8 agustus 1945,
285,kapan hiroshima dibom?,tanggal 8 agustus 1945,
286,kapan reformasi terjadi?,1643 1715,
287,kapan reformasi terjadi?,abad 18,
288,kapan reformasi terjadi?,NO ANSWER,WA
289,kapan reformasi terjadi?,NO ANSWER,WA
290,kapan reformasi terjadi?,NO ANSWER,WA
291,dimana letak kerajaan majapahit?,gujarat,
292,dimana letak kerajaan majapahit?,makam leluhurnya,
293,dimana letak kerajaan majapahit?,wilayah,
294,dimana letak kerajaan majapahit?,makam leluhurnya,
295,dimana letak kerajaan majapahit?,wilayah republik indonesia,
296,kapan indonesia kembali menjadi anggota pbb?,7 agustus 1945,
297,kapan indonesia kembali menjadi anggota pbb?,masa kabineg natsir tahun 1950,
298,kapan indonesia kembali menjadi anggota pbb?,masa kabineg natsir tahun 1950,
299,kapan indonesia kembali menjadi anggota pbb?,tanggal 18 september 1912,
300,kapan indonesia kembali menjadi anggota pbb?,tahun 1929,
